,Reference,Breadth of Coverage,Contigs
0,Bacillus_subtilis,0.9744299903328911,280
1,Enterococcus_faecalis,0.00425143530311465,1
2,Escherichia_coli_plasmid,0.0,0
3,Escherichia_coli,0.0,0
4,Lactobacillus_fermentum,0.0,0
5,Listeria_monocytogenes,0.9463310009350535,591
6,Pseudomonas_aeruginosa,0.9561090229714987,497
7,Salmonella_enterica,0.0002756449608865683,1
8,Staphylococcus_aureus,0.0,0
9,Staphylococcus_aureus_plasmid1,0.0,0
10,Staphylococcus_aureus_plasmid2,0.0,0
11,Staphylococcus_aureus_plasmid3,0.0,0
