,Reference,Assembler,Lx,nContigs
0,Bacillus_subtilis,BCALM2,0,0
1,Bacillus_subtilis,BCALM2,1,17
2,Bacillus_subtilis,BCALM2,2,38
3,Bacillus_subtilis,BCALM2,3,61
4,Bacillus_subtilis,BCALM2,4,86
5,Bacillus_subtilis,BCALM2,5,113
6,Bacillus_subtilis,BCALM2,6,142
7,Bacillus_subtilis,BCALM2,7,172
8,Bacillus_subtilis,BCALM2,8,204
9,Bacillus_subtilis,BCALM2,9,236
10,Bacillus_subtilis,BCALM2,10,270
11,Bacillus_subtilis,BCALM2,11,305
12,Bacillus_subtilis,BCALM2,12,341
13,Bacillus_subtilis,BCALM2,13,378
14,Bacillus_subtilis,BCALM2,14,416
15,Bacillus_subtilis,BCALM2,15,455
16,Bacillus_subtilis,BCALM2,16,495
17,Bacillus_subtilis,BCALM2,17,
18,Bacillus_subtilis,BCALM2,18,
19,Bacillus_subtilis,BCALM2,19,
20,Bacillus_subtilis,BCALM2,20,
21,Bacillus_subtilis,BCALM2,21,
22,Bacillus_subtilis,BCALM2,22,
23,Bacillus_subtilis,BCALM2,23,
24,Bacillus_subtilis,BCALM2,24,
25,Bacillus_subtilis,BCALM2,25,
26,Bacillus_subtilis,BCALM2,26,
27,Bacillus_subtilis,BCALM2,27,
28,Bacillus_subtilis,BCALM2,28,
29,Bacillus_subtilis,BCALM2,29,
30,Bacillus_subtilis,BCALM2,30,
31,Bacillus_subtilis,BCALM2,31,
32,Bacillus_subtilis,BCALM2,32,
33,Bacillus_subtilis,BCALM2,33,
34,Bacillus_subtilis,BCALM2,34,
35,Bacillus_subtilis,BCALM2,35,
36,Bacillus_subtilis,BCALM2,36,
37,Bacillus_subtilis,BCALM2,37,
38,Bacillus_subtilis,BCALM2,38,
39,Bacillus_subtilis,BCALM2,39,
40,Bacillus_subtilis,BCALM2,40,
41,Bacillus_subtilis,BCALM2,41,
42,Bacillus_subtilis,BCALM2,42,
43,Bacillus_subtilis,BCALM2,43,
44,Bacillus_subtilis,BCALM2,44,
45,Bacillus_subtilis,BCALM2,45,
46,Bacillus_subtilis,BCALM2,46,
47,Bacillus_subtilis,BCALM2,47,
48,Bacillus_subtilis,BCALM2,48,
49,Bacillus_subtilis,BCALM2,49,
50,Bacillus_subtilis,BCALM2,50,
51,Bacillus_subtilis,BCALM2,51,
52,Bacillus_subtilis,BCALM2,52,
53,Bacillus_subtilis,BCALM2,53,
54,Bacillus_subtilis,BCALM2,54,
55,Bacillus_subtilis,BCALM2,55,
56,Bacillus_subtilis,BCALM2,56,
57,Bacillus_subtilis,BCALM2,57,
58,Bacillus_subtilis,BCALM2,58,
59,Bacillus_subtilis,BCALM2,59,
60,Bacillus_subtilis,BCALM2,60,
61,Bacillus_subtilis,BCALM2,61,
62,Bacillus_subtilis,BCALM2,62,
63,Bacillus_subtilis,BCALM2,63,
64,Bacillus_subtilis,BCALM2,64,
65,Bacillus_subtilis,BCALM2,65,
66,Bacillus_subtilis,BCALM2,66,
67,Bacillus_subtilis,BCALM2,67,
68,Bacillus_subtilis,BCALM2,68,
69,Bacillus_subtilis,BCALM2,69,
70,Bacillus_subtilis,BCALM2,70,
71,Bacillus_subtilis,BCALM2,71,
72,Bacillus_subtilis,BCALM2,72,
73,Bacillus_subtilis,BCALM2,73,
74,Bacillus_subtilis,BCALM2,74,
75,Bacillus_subtilis,BCALM2,75,
76,Bacillus_subtilis,BCALM2,76,
77,Bacillus_subtilis,BCALM2,77,
78,Bacillus_subtilis,BCALM2,78,
79,Bacillus_subtilis,BCALM2,79,
80,Bacillus_subtilis,BCALM2,80,
