Reference,Breadth of Coverage,Contigs
Bacillus_subtilis,0.9771551213801793,116
Enterococcus_faecalis,0.9612454101227529,165
Escherichia_coli_plasmid,0.9553937476706028,5
Escherichia_coli,0.8000752921979404,1149
Lactobacillus_fermentum,0.9206290973808777,236
Listeria_monocytogenes,0.9752956045799578,127
Pseudomonas_aeruginosa,0.959674956899915,520
Salmonella_enterica,0.8036594809891116,1081
Staphylococcus_aureus,0.9565290314037914,175
Staphylococcus_aureus_plasmid1,1.0001578033769922,2
Staphylococcus_aureus_plasmid2,0.0,0
Staphylococcus_aureus_plasmid3,0.0,0
