Reference,Breadth of Coverage,Contigs
Bacillus_subtilis,0.9855507496026005,24
Enterococcus_faecalis,0.9916240011921029,30
Escherichia_coli_plasmid,0.9833828756351869,3
Escherichia_coli,0.9796998552492805,130
Lactobacillus_fermentum,0.9497059044272051,78
Listeria_monocytogenes,0.977736836230618,18
Pseudomonas_aeruginosa,0.9909570059169681,82
Salmonella_enterica,0.9807241815004414,101
Staphylococcus_aureus,0.9863729319768425,36
Staphylococcus_aureus_plasmid1,1.0,1
Staphylococcus_aureus_plasmid2,1.0,1
Staphylococcus_aureus_plasmid3,1.0,1
