,Reference,Breadth of Coverage,Contigs
0,Bacillus_subtilis,0.9814458742010299,34
1,Enterococcus_faecalis,0.9830775513532055,72
2,Escherichia_coli_plasmid,0.9800103629769015,3
3,Escherichia_coli,0.9610738497270134,209
4,Lactobacillus_fermentum,0.9224167114095017,86
5,Listeria_monocytogenes,0.973864952602343,31
6,Pseudomonas_aeruginosa,0.9819474318827266,117
7,Salmonella_enterica,0.9689739746616731,193
8,Staphylococcus_aureus,0.9767333142071076,69
9,Staphylococcus_aureus_plasmid1,0.7673978223133975,3
10,Staphylococcus_aureus_plasmid2,0.904783393501805,1
11,Staphylococcus_aureus_plasmid3,0.9295021717340461,1
