,Reference,Breadth of Coverage,Contigs
0,Bacillus_subtilis,0.9703893810603269,418
1,Enterococcus_faecalis,0.0,0
2,Escherichia_coli_plasmid,0.0,0
3,Escherichia_coli,0.0004799143163036147,2
4,Lactobacillus_fermentum,0.0,0
5,Listeria_monocytogenes,0.9881400588569087,21
6,Pseudomonas_aeruginosa,0.9862854131056648,128
7,Salmonella_enterica,0.00030736934281787304,1
8,Staphylococcus_aureus,0.0,0
9,Staphylococcus_aureus_plasmid1,0.0,0
10,Staphylococcus_aureus_plasmid2,0.0,0
11,Staphylococcus_aureus_plasmid3,0.0,0
