,Reference,Breadth of Coverage,Contigs
0,Bacillus_subtilis,0.9843252439579334,27
1,Enterococcus_faecalis,0.0,0
2,Escherichia_coli_plasmid,0.013653676584217367,1
3,Escherichia_coli,0.0018961546839175614,8
4,Lactobacillus_fermentum,0.0,0
5,Listeria_monocytogenes,0.990010834323082,26
6,Pseudomonas_aeruginosa,0.9921390745149308,75
7,Salmonella_enterica,0.004065763173076883,15
8,Staphylococcus_aureus,0.0,0
9,Staphylococcus_aureus_plasmid1,0.0,0
10,Staphylococcus_aureus_plasmid2,0.0,0
11,Staphylococcus_aureus_plasmid3,0.0,0
