Reference,Breadth of Coverage,Contigs
Bacillus_subtilis,0.9812113028301568,65
Enterococcus_faecalis,0.0,0
Escherichia_coli_plasmid,0.0,0
Escherichia_coli,0.0023531959523518738,11
Lactobacillus_fermentum,0.002805808748392013,3
Listeria_monocytogenes,0.9872658272349886,13
Pseudomonas_aeruginosa,0.9839220120341621,129
Salmonella_enterica,0.0019326661548746508,7
Staphylococcus_aureus,0.0,0
Staphylococcus_aureus_plasmid1,0.0,0
Staphylococcus_aureus_plasmid2,0.0,0
Staphylococcus_aureus_plasmid3,0.0,0
