Reference,Breadth of Coverage,Contigs
Bacillus_subtilis,0.9814928379106884,102
Enterococcus_faecalis,0.0,0
Escherichia_coli_plasmid,0.0,0
Escherichia_coli,0.0013769994506271622,7
Lactobacillus_fermentum,0.0020348149116191237,2
Listeria_monocytogenes,0.9866987129144997,23
Pseudomonas_aeruginosa,0.9864408825837379,126
Salmonella_enterica,0.0007966811674404475,3
Staphylococcus_aureus,0.0,0
Staphylococcus_aureus_plasmid1,0.0,0
Staphylococcus_aureus_plasmid2,0.0,0
Staphylococcus_aureus_plasmid3,0.0,0
