,Reference,Assembler,NGx,Basepairs
0,Bacillus_subtilis,Unicycler,0,242687
1,Bacillus_subtilis,Unicycler,1,0
2,Bacillus_subtilis,Unicycler,2,0
3,Bacillus_subtilis,Unicycler,3,0
4,Bacillus_subtilis,Unicycler,4,0
5,Bacillus_subtilis,Unicycler,5,0
6,Bacillus_subtilis,Unicycler,6,0
7,Bacillus_subtilis,Unicycler,7,0
8,Bacillus_subtilis,Unicycler,8,0
9,Bacillus_subtilis,Unicycler,9,0
10,Bacillus_subtilis,Unicycler,10,0
11,Enterococcus_faecalis,Unicycler,0,0
12,Enterococcus_faecalis,Unicycler,1,0
13,Enterococcus_faecalis,Unicycler,2,0
14,Enterococcus_faecalis,Unicycler,3,0
15,Enterococcus_faecalis,Unicycler,4,0
16,Enterococcus_faecalis,Unicycler,5,0
17,Enterococcus_faecalis,Unicycler,6,0
18,Enterococcus_faecalis,Unicycler,7,0
19,Enterococcus_faecalis,Unicycler,8,0
20,Enterococcus_faecalis,Unicycler,9,0
21,Enterococcus_faecalis,Unicycler,10,0
22,Escherichia_coli_plasmid,Unicycler,0,0
23,Escherichia_coli_plasmid,Unicycler,1,0
24,Escherichia_coli_plasmid,Unicycler,2,0
25,Escherichia_coli_plasmid,Unicycler,3,0
26,Escherichia_coli_plasmid,Unicycler,4,0
27,Escherichia_coli_plasmid,Unicycler,5,0
28,Escherichia_coli_plasmid,Unicycler,6,0
29,Escherichia_coli_plasmid,Unicycler,7,0
30,Escherichia_coli_plasmid,Unicycler,8,0
31,Escherichia_coli_plasmid,Unicycler,9,0
32,Escherichia_coli_plasmid,Unicycler,10,0
33,Escherichia_coli,Unicycler,0,0
34,Escherichia_coli,Unicycler,1,0
35,Escherichia_coli,Unicycler,2,0
36,Escherichia_coli,Unicycler,3,0
37,Escherichia_coli,Unicycler,4,0
38,Escherichia_coli,Unicycler,5,0
39,Escherichia_coli,Unicycler,6,0
40,Escherichia_coli,Unicycler,7,0
41,Escherichia_coli,Unicycler,8,0
42,Escherichia_coli,Unicycler,9,0
43,Escherichia_coli,Unicycler,10,0
44,Lactobacillus_fermentum,Unicycler,0,0
45,Lactobacillus_fermentum,Unicycler,1,0
46,Lactobacillus_fermentum,Unicycler,2,0
47,Lactobacillus_fermentum,Unicycler,3,0
48,Lactobacillus_fermentum,Unicycler,4,0
49,Lactobacillus_fermentum,Unicycler,5,0
50,Lactobacillus_fermentum,Unicycler,6,0
51,Lactobacillus_fermentum,Unicycler,7,0
52,Lactobacillus_fermentum,Unicycler,8,0
53,Lactobacillus_fermentum,Unicycler,9,0
54,Lactobacillus_fermentum,Unicycler,10,0
55,Listeria_monocytogenes,Unicycler,0,632065
56,Listeria_monocytogenes,Unicycler,1,0
57,Listeria_monocytogenes,Unicycler,2,0
58,Listeria_monocytogenes,Unicycler,3,0
59,Listeria_monocytogenes,Unicycler,4,0
60,Listeria_monocytogenes,Unicycler,5,0
61,Listeria_monocytogenes,Unicycler,6,0
62,Listeria_monocytogenes,Unicycler,7,0
63,Listeria_monocytogenes,Unicycler,8,0
64,Listeria_monocytogenes,Unicycler,9,0
65,Listeria_monocytogenes,Unicycler,10,0
66,Pseudomonas_aeruginosa,Unicycler,0,505573
67,Pseudomonas_aeruginosa,Unicycler,1,0
68,Pseudomonas_aeruginosa,Unicycler,2,0
69,Pseudomonas_aeruginosa,Unicycler,3,0
70,Pseudomonas_aeruginosa,Unicycler,4,0
71,Pseudomonas_aeruginosa,Unicycler,5,0
72,Pseudomonas_aeruginosa,Unicycler,6,0
73,Pseudomonas_aeruginosa,Unicycler,7,0
74,Pseudomonas_aeruginosa,Unicycler,8,0
75,Pseudomonas_aeruginosa,Unicycler,9,0
76,Pseudomonas_aeruginosa,Unicycler,10,0
77,Salmonella_enterica,Unicycler,0,0
78,Salmonella_enterica,Unicycler,1,0
79,Salmonella_enterica,Unicycler,2,0
80,Salmonella_enterica,Unicycler,3,0
81,Salmonella_enterica,Unicycler,4,0
82,Salmonella_enterica,Unicycler,5,0
83,Salmonella_enterica,Unicycler,6,0
84,Salmonella_enterica,Unicycler,7,0
85,Salmonella_enterica,Unicycler,8,0
86,Salmonella_enterica,Unicycler,9,0
87,Salmonella_enterica,Unicycler,10,0
88,Staphylococcus_aureus,Unicycler,0,0
89,Staphylococcus_aureus,Unicycler,1,0
90,Staphylococcus_aureus,Unicycler,2,0
91,Staphylococcus_aureus,Unicycler,3,0
92,Staphylococcus_aureus,Unicycler,4,0
93,Staphylococcus_aureus,Unicycler,5,0
94,Staphylococcus_aureus,Unicycler,6,0
95,Staphylococcus_aureus,Unicycler,7,0
96,Staphylococcus_aureus,Unicycler,8,0
97,Staphylococcus_aureus,Unicycler,9,0
98,Staphylococcus_aureus,Unicycler,10,0
99,Staphylococcus_aureus_plasmid1,Unicycler,0,0
100,Staphylococcus_aureus_plasmid1,Unicycler,1,0
101,Staphylococcus_aureus_plasmid1,Unicycler,2,0
102,Staphylococcus_aureus_plasmid1,Unicycler,3,0
103,Staphylococcus_aureus_plasmid1,Unicycler,4,0
104,Staphylococcus_aureus_plasmid1,Unicycler,5,0
105,Staphylococcus_aureus_plasmid1,Unicycler,6,0
106,Staphylococcus_aureus_plasmid1,Unicycler,7,0
107,Staphylococcus_aureus_plasmid1,Unicycler,8,0
108,Staphylococcus_aureus_plasmid1,Unicycler,9,0
109,Staphylococcus_aureus_plasmid1,Unicycler,10,0
110,Staphylococcus_aureus_plasmid2,Unicycler,0,0
111,Staphylococcus_aureus_plasmid2,Unicycler,1,0
112,Staphylococcus_aureus_plasmid2,Unicycler,2,0
113,Staphylococcus_aureus_plasmid2,Unicycler,3,0
114,Staphylococcus_aureus_plasmid2,Unicycler,4,0
115,Staphylococcus_aureus_plasmid2,Unicycler,5,0
116,Staphylococcus_aureus_plasmid2,Unicycler,6,0
117,Staphylococcus_aureus_plasmid2,Unicycler,7,0
118,Staphylococcus_aureus_plasmid2,Unicycler,8,0
119,Staphylococcus_aureus_plasmid2,Unicycler,9,0
120,Staphylococcus_aureus_plasmid2,Unicycler,10,0
121,Staphylococcus_aureus_plasmid3,Unicycler,0,0
122,Staphylococcus_aureus_plasmid3,Unicycler,1,0
123,Staphylococcus_aureus_plasmid3,Unicycler,2,0
124,Staphylococcus_aureus_plasmid3,Unicycler,3,0
125,Staphylococcus_aureus_plasmid3,Unicycler,4,0
126,Staphylococcus_aureus_plasmid3,Unicycler,5,0
127,Staphylococcus_aureus_plasmid3,Unicycler,6,0
128,Staphylococcus_aureus_plasmid3,Unicycler,7,0
129,Staphylococcus_aureus_plasmid3,Unicycler,8,0
130,Staphylococcus_aureus_plasmid3,Unicycler,9,0
131,Staphylococcus_aureus_plasmid3,Unicycler,10,0
