,Reference,Breadth of Coverage,Contigs
0,Bacillus_subtilis,0.05253286409172062,177
1,Enterococcus_faecalis,0.07423898007726176,174
2,Escherichia_coli_plasmid,0.013662766914832692,1
3,Escherichia_coli,0.02679567065664953,107
4,Lactobacillus_fermentum,0.004798636248886678,8
5,Listeria_monocytogenes,0.15233987291559586,361
6,Pseudomonas_aeruginosa,0.01378289924076127,81
7,Salmonella_enterica,0.021916715723906275,88
8,Staphylococcus_aureus,0.11068052582408286,243
9,Staphylococcus_aureus_plasmid1,0.0,0
10,Staphylococcus_aureus_plasmid2,0.0,0
11,Staphylococcus_aureus_plasmid3,0.5322418977614434,1
