,Reference,Breadth of Coverage,Contigs
0,Bacillus_subtilis,0.9861187633120488,31
1,Enterococcus_faecalis,0.9790731821836851,34
2,Escherichia_coli_plasmid,0.9955366476678756,3
3,Escherichia_coli,0.9806072227629214,132
4,Lactobacillus_fermentum,0.948744392712455,88
5,Listeria_monocytogenes,0.9891523094619532,19
6,Pseudomonas_aeruginosa,0.9919992108746188,78
7,Salmonella_enterica,0.9808735592193365,105
8,Staphylococcus_aureus,0.9860448436431046,43
9,Staphylococcus_aureus_plasmid1,1.0,1
10,Staphylococcus_aureus_plasmid2,1.0,1
11,Staphylococcus_aureus_plasmid3,1.0,1
