,Reference,Breadth of Coverage,Contigs
0,Bacillus_subtilis,0.9842629552482811,30
1,Enterococcus_faecalis,0.9911994551190135,39
2,Escherichia_coli_plasmid,0.9949366858472642,3
3,Escherichia_coli,0.9720812417085202,180
4,Lactobacillus_fermentum,0.9432230481495886,83
5,Listeria_monocytogenes,0.9765511428840687,23
6,Pseudomonas_aeruginosa,0.9869935648002968,102
7,Salmonella_enterica,0.9756497510581447,166
8,Staphylococcus_aureus,0.9844205857038819,53
9,Staphylococcus_aureus_plasmid1,1.0,1
10,Staphylococcus_aureus_plasmid2,1.0,1
11,Staphylococcus_aureus_plasmid3,1.0,1
