Reference,Breadth of Coverage,Contigs
Bacillus_subtilis,0.9861187633120488,31
Enterococcus_faecalis,0.9915586323431007,35
Escherichia_coli_plasmid,0.9955366476678756,3
Escherichia_coli,0.980418152890167,133
Lactobacillus_fermentum,0.9495468771075712,89
Listeria_monocytogenes,0.9772930366916616,18
Pseudomonas_aeruginosa,0.9919992108746188,78
Salmonella_enterica,0.9808735592193365,105
Staphylococcus_aureus,0.9860448436431046,43
Staphylococcus_aureus_plasmid1,1.0,1
Staphylococcus_aureus_plasmid2,1.0,1
Staphylococcus_aureus_plasmid3,1.0,1
