Reference,Breadth of Coverage,Contigs
Bacillus_subtilis,0.9842629552482811,30
Enterococcus_faecalis,0.9786988928063339,38
Escherichia_coli_plasmid,0.9949366858472642,3
Escherichia_coli,0.9720812417085202,180
Lactobacillus_fermentum,0.9432330201597307,83
Listeria_monocytogenes,0.9884023951807648,24
Pseudomonas_aeruginosa,0.986994153699835,102
Salmonella_enterica,0.9769170455734403,166
Staphylococcus_aureus,0.9844165397715152,53
Staphylococcus_aureus_plasmid1,1.0,1
Staphylococcus_aureus_plasmid2,1.0,1
Staphylococcus_aureus_plasmid3,1.0,1
